Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
oct-20;Hombre;Moratalaz;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;9820;Reponedores;2936;Locutores de radio, televisión y otros presentadores
oct-20;Mujer;San Blas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;;
oct-20;Mujer;Tetuán;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9310;Ayudantes de cocina
oct-20;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
oct-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
oct-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;3811;Técnicos en operaciones de sistemas informáticos;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;4423;Telefonistas
oct-20;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5831;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;5492;Promotores de venta
oct-20;Mujer;San Blas;Entre 26 y 35 años;Española;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5220;Vendedores en tiendas y almacenes
oct-20;Hombre;Centro;Menor de 25 años;Española;5120;Camareros asalariados;9310;Ayudantes de cocina;;
oct-20;Hombre;San Blas;Entre 56 y 65 años;Española;2922;Periodistas;2912;Bibliotecarios, documentalistas y afines;2922;Periodistas
oct-20;Mujer;Vicálvaro;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;9310;Ayudantes de cocina
oct-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;2824;Profesionales del trabajo y la educación social;2823;Psicólogos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
oct-20;Hombre;Tetuán;Menor de 25 años;Española;5120;Camareros asalariados;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;;;;
oct-20;Hombre;Puente De Vallecas;Entre 46 y 55 años;Comunitaria;5622;Técnicos de emergencias sanitarias;5710;Trabajadores de los cuidados personales a domicilio;;
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;7313;Chapistas y caldereros;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras
oct-20;Mujer;Centro;Entre 26 y 35 años;Española;5120;Camareros asalariados;9320;Preparadores de comidas rápidas;4424;Teleoperadores
oct-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;7510;Electricistas de la construcción y afines;7250;Mecánicos-instaladores de refrigeración y climatización;7191;Mantenedores de edificios
oct-20;Hombre;Ciudad Lineal;Menor de 25 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;4441;Cajeros de bancos y afines;5220;Vendedores en tiendas y almacenes
oct-20;Mujer;Chamberí;Entre 26 y 35 años;Española;2936;Locutores de radio, televisión y otros presentadores;2652;Profesionales de relaciones públicas;4412;Recepcionistas (excepto de hoteles)
oct-20;Hombre;Tetuán;Menor de 25 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5220;Vendedores en tiendas y almacenes;9820;Reponedores
oct-20;Mujer;Vicálvaro;Entre 26 y 35 años;Comunitaria;4412;Recepcionistas (excepto de hoteles);9811;Peones del transporte de mercancías y descargadores;5824;Azafatos de tierra
oct-20;Mujer;Otro Municipio;Menor de 25 años;Extracomunitaria;5812;Especialistas en tratamientos de estética, bienestar y afines;5220;Vendedores en tiendas y almacenes;9820;Reponedores
oct-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3831;Técnicos de grabación audiovisual;4412;Recepcionistas (excepto de hoteles)
oct-20;Hombre;Arganzuela;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Fuencarral-el Pardo;Entre 26 y 35 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5611;Auxiliares de enfermería hospitalaria
oct-20;Hombre;Latina;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9602;Peones de la construcción de edificios;5220;Vendedores en tiendas y almacenes
oct-20;Mujer;Retiro;Entre 36 y 45 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-20;Hombre;Salamanca;Menor de 25 años;Española;;;;;;
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;;
oct-20;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;;
oct-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4412;Recepcionistas (excepto de hoteles);5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Villaverde;Entre 56 y 65 años;Española;5811;Peluqueros;5833;Conserjes de edificios;;
oct-20;Mujer;Chamberí;Entre 26 y 35 años;Española;3831;Técnicos de grabación audiovisual;3613;Asistentes de dirección y administrativos;2652;Profesionales de relaciones públicas
oct-20;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;;
oct-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
oct-20;Mujer;Hortaleza;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;5811;Peluqueros
oct-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;5812;Especialistas en tratamientos de estética, bienestar y afines
oct-20;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;9320;Preparadores de comidas rápidas
oct-20;Hombre;Chamartín;Mayor de 65 años;Comunitaria;;;;;;
oct-20;Mujer;Arganzuela;Entre 26 y 35 años;Española;2154;Logopedas;;;;
oct-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;3316;Técnicos en prótesis dentales;9100;Empleados domésticos
oct-20;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
oct-20;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
oct-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
oct-20;Mujer;Moncloa-aravaca;Entre 56 y 65 años;Española;5120;Camareros asalariados;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
oct-20;Mujer;Latina;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;;;;
oct-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;;
oct-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
oct-20;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9811;Peones del transporte de mercancías y descargadores;7121;Albañiles
oct-20;Hombre;Usera;Entre 26 y 35 años;Extracomunitaria;5722;Cuidadores de niños en domicilios;9820;Reponedores;4424;Teleoperadores
oct-20;Hombre;Centro;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
oct-20;Mujer;Chamartín;Entre 36 y 45 años;Española;;;;;;
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;3722;Entrenadores y árbitros de actividades deportivas;5220;Vendedores en tiendas y almacenes;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
oct-20;Mujer;San Blas;Menor de 25 años;Española;2652;Profesionales de relaciones públicas;2651;Profesionales de la publicidad y la comercialización;2652;Profesionales de relaciones públicas
oct-20;Mujer;Barajas;Menor de 25 años;Española;3722;Entrenadores y árbitros de actividades deportivas;3723;Instructores de actividades deportivas;5220;Vendedores en tiendas y almacenes
oct-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;2824;Profesionales del trabajo y la educación social;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
oct-20;Mujer;Centro;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
oct-20;Hombre;Carabanchel;Entre 36 y 45 años;Extracomunitaria;9820;Reponedores;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Hombre;Fuencarral-el Pardo;Entre 46 y 55 años;Española;5833;Conserjes de edificios;;;;
oct-20;Mujer;Tetuán;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Vicálvaro;Entre 36 y 45 años;Española;8170;Operadores de máquinas de lavandería y tintorería;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5721;Cuidadores de niños en guarderías y centros educativos
oct-20;Mujer;Tetuán;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;9310;Ayudantes de cocina
oct-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Moratalaz;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes;5110;Cocineros asalariados
oct-20;Mujer;Villaverde;Menor de 25 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
oct-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Hombre;Usera;Entre 36 y 45 años;Extracomunitaria;7131;Carpinteros (excepto ebanistas);5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
oct-20;Mujer;San Blas;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
oct-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;9820;Reponedores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
oct-20;Hombre;Otro Municipio;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9700;Peones de las industrias manufactureras;9602;Peones de la construcción de edificios
oct-20;Mujer;Usera;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Carabanchel;Entre 56 y 65 años;Española;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;9820;Reponedores
oct-20;Hombre;Arganzuela;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio
oct-20;Mujer;Usera;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9320;Preparadores de comidas rápidas;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Mujer;San Blas;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;4424;Teleoperadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Hombre;Otro Municipio;Entre 56 y 65 años;Extracomunitaria;2433;Ingenieros mecánicos;;;;
oct-20;Mujer;San Blas;Entre 26 y 35 años;Española;4221;Empleados de servicios de correos (excepto empleados de mostrador);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4423;Telefonistas
oct-20;Mujer;Otro Municipio;Menor de 25 años;Española;2252;Técnicos en educación infantil;3724;Monitores de actividades recreativas y de entretenimiento;3724;Monitores de actividades recreativas y de entretenimiento
oct-20;Mujer;Carabanchel;Menor de 25 años;Española;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
oct-20;Mujer;Moncloa-aravaca;Entre 36 y 45 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4223;Empleados de servicio de personal;2322;Profesores de enseñanza no reglada de idiomas
oct-20;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9820;Reponedores
oct-20;Mujer;Tetuán;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9229;Otro personal de limpieza
oct-20;Mujer;Barajas;Entre 36 y 45 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados
