Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
jun-20;Hombre;Latina;Entre 26 y 35 años;Extracomunitaria;9320;Preparadores de comidas rápidas;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Arganzuela;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4112;Empleados de control de personal y nóminas
jun-20;Hombre;Latina;Entre 36 y 45 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
jun-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;2613;Analistas financieros;2611;Especialistas en contabilidad
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;3522;Agentes de compras;;
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4424;Teleoperadores;2484;Diseñadores gráficos y multimedia;;
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Otro Municipio;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes;;
jun-20;Mujer;Moncloa-aravaca;Entre 56 y 65 años;Española;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos;2823;Psicólogos
jun-20;Mujer;Barajas;Entre 36 y 45 años;Española;2462;Ingenieros técnicos de obras públicas;2432;Ingenieros en construcción y obra civil;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;San Blas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Chamartín;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Hombre;Chamartín;Entre 26 y 35 años;Extracomunitaria;5811;Peluqueros;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
jun-20;Hombre;Carabanchel;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-20;Mujer;San Blas;Menor de 25 años;Española;;;;;;
jun-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;7250;Mecánicos-instaladores de refrigeración y climatización;7222;Montadores-instaladores de gas en edificios;7323;Ajustadores y operadores de máquinas-herramienta
jun-20;Mujer;Arganzuela;Menor de 25 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
jun-20;Mujer;Villaverde;Menor de 25 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
jun-20;Mujer;Arganzuela;Entre 26 y 35 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
jun-20;Mujer;Latina;Entre 36 y 45 años;Española;3532;Organizadores de conferencias y eventos;4422;Recepcionistas de hoteles;3510;Agentes y representantes comerciales
jun-20;Mujer;Vicálvaro;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4111;Empleados de contabilidad;5210;Jefes de sección de tiendas y almacenes
jun-20;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;5420;Operadores de telemarketing;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-20;Mujer;Chamartín;Entre 56 y 65 años;Española;4423;Telefonistas;4411;Empleados de información al usuario;9431;Ordenanzas
jun-20;Mujer;Carabanchel;Entre 56 y 65 años;Española;5811;Peluqueros;;;;
jun-20;Hombre;Tetuán;Entre 56 y 65 años;Española;5220;Vendedores en tiendas y almacenes;8412;Conductores asalariados de automóviles, taxis y furgonetas;3613;Asistentes de dirección y administrativos
jun-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;2431;Ingenieros industriales y de producción;3110;Delineantes y dibujantes técnicos;2482;Diseñadores de productos y de prendas
jun-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos
jun-20;Hombre;San Blas;Entre 56 y 65 años;Española;7510;Electricistas de la construcción y afines;7191;Mantenedores de edificios;3123;Técnicos en electricidad
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;5811;Peluqueros;;;;
jun-20;Mujer;Arganzuela;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores
jun-20;Hombre;Centro;Entre 26 y 35 años;Comunitaria;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;5120;Camareros asalariados;4422;Recepcionistas de hoteles
jun-20;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5833;Conserjes de edificios;9441;Recogedores de residuos
jun-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;7121;Albañiles;7191;Mantenedores de edificios;;
jun-20;Mujer;Barajas;Menor de 25 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2240;Profesores de enseñanza primaria;;
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);4412;Recepcionistas (excepto de hoteles)
jun-20;Mujer;San Blas;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-20;Hombre;Hortaleza;Entre 56 y 65 años;Española;2431;Ingenieros industriales y de producción;3510;Agentes y representantes comerciales;5833;Conserjes de edificios
jun-20;Hombre;Puente De Vallecas;Menor de 25 años;Extracomunitaria;5120;Camareros asalariados;8412;Conductores asalariados de automóviles, taxis y furgonetas;9820;Reponedores
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Extracomunitaria;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4111;Empleados de contabilidad;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;3811;Técnicos en operaciones de sistemas informáticos;3820;Programadores informáticos;2711;Analistas de sistemas
jun-20;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;5420;Operadores de telemarketing;5420;Operadores de telemarketing;;
jun-20;Mujer;Otro Municipio;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Española;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3713;Profesionales de apoyo al trabajo y a la educación social
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Comunitaria;;;;;;
jun-20;Hombre;Chamberí;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Hombre;Villa De Vallecas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;2625;Especialistas en formación de personal;1221;Directores comerciales y de ventas
jun-20;Mujer;Puente De Vallecas;Menor de 25 años;Extracomunitaria;;;;;;
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;2625;Especialistas en formación de personal;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos
jun-20;Hombre;Villa De Vallecas;Entre 26 y 35 años;Española;2443;Ingenieros en telecomunicaciones;;;;
jun-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;4112;Empleados de control de personal y nóminas
jun-20;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;;;;
jun-20;Mujer;Vicálvaro;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;9100;Empleados domésticos
jun-20;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-20;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;;;;;;
jun-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
jun-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
jun-20;Mujer;San Blas;Entre 36 y 45 años;Española;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5831;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;;;;;;
jun-20;Mujer;Villa De Vallecas;Entre 36 y 45 años;Extracomunitaria;;;;;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2624;Especialistas en políticas y servicios de personal y afines;4112;Empleados de control de personal y nóminas
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos);4412;Recepcionistas (excepto de hoteles)
jun-20;Hombre;Hortaleza;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4424;Teleoperadores
jun-20;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;;;;;;
jun-20;Mujer;Latina;Entre 46 y 55 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5721;Cuidadores de niños en guarderías y centros educativos;;
jun-20;Mujer;Salamanca;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4123;Empleados de logística y transporte de pasajeros y mercancías;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;3510;Agentes y representantes comerciales;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4424;Teleoperadores;;;;
jun-20;Hombre;Chamartín;Entre 46 y 55 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Carabanchel;Menor de 25 años;Española;;;;;;
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;;;;
jun-20;Mujer;Chamartín;Entre 46 y 55 años;Española;2824;Profesionales del trabajo y la educación social;3613;Asistentes de dirección y administrativos;;
jun-20;Mujer;San Blas;Entre 46 y 55 años;Española;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social;2624;Especialistas en políticas y servicios de personal y afines
jun-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Comunitaria;5420;Operadores de telemarketing;4445;Cobradores de facturas, deudas y empleados afines;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Latina;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;2251;Maestros de educación infantil;3724;Monitores de actividades recreativas y de entretenimiento
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;5500;Cajeros y taquilleros (excepto bancos);4411;Empleados de información al usuario
jun-20;Mujer;San Blas;Menor de 25 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5611;Auxiliares de enfermería hospitalaria;5612;Auxiliares de enfermería de atención primaria
jun-20;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;;;;;;
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;Española;2625;Especialistas en formación de personal;3713;Profesionales de apoyo al trabajo y a la educación social;3713;Profesionales de apoyo al trabajo y a la educación social
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Usera;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario;4123;Empleados de logística y transporte de pasajeros y mercancías
jun-20;Mujer;Vicálvaro;Entre 46 y 55 años;Española;4123;Empleados de logística y transporte de pasajeros y mercancías;5831;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos;4422;Recepcionistas de hoteles
jun-20;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;;;;;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Comunitaria;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio
jun-20;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;;;;;;
jun-20;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Española;5420;Operadores de telemarketing;5420;Operadores de telemarketing;;
jun-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;;;;;;
jun-20;Mujer;Otro Municipio;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5420;Operadores de telemarketing
jun-20;Hombre;Otro Municipio;Entre 36 y 45 años;Española;5420;Operadores de telemarketing;5420;Operadores de telemarketing;4424;Teleoperadores
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;7323;Ajustadores y operadores de máquinas-herramienta;4412;Recepcionistas (excepto de hoteles);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Chamartín;Entre 46 y 55 años;Española;2511;Abogados;3613;Asistentes de dirección y administrativos;;
jun-20;Mujer;Moncloa-aravaca;Entre 36 y 45 años;Española;;;;;;
jun-20;Mujer;Barajas;Entre 26 y 35 años;Española;2652;Profesionales de relaciones públicas;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Salamanca;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;2511;Abogados;2599;Profesionales del derecho no clasificados bajo otros epígrafes
jun-20;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;3724;Monitores de actividades recreativas y de entretenimiento;5220;Vendedores en tiendas y almacenes
jun-20;Mujer;Hortaleza;Menor de 25 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3724;Monitores de actividades recreativas y de entretenimiento;3724;Monitores de actividades recreativas y de entretenimiento
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
jun-20;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;4424;Teleoperadores;5420;Operadores de telemarketing;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;3534;Agentes y administradores de la propiedad inmobiliaria
jun-20;Mujer;Carabanchel;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;4423;Telefonistas;5220;Vendedores en tiendas y almacenes
jun-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Comunitaria;;;;;;
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;;;;;;
jun-20;Mujer;Chamberí;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Villaverde;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Centro;Entre 46 y 55 años;Española;5420;Operadores de telemarketing;5420;Operadores de telemarketing;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;;
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;9700;Peones de las industrias manufactureras;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5420;Operadores de telemarketing;5420;Operadores de telemarketing;4424;Teleoperadores
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;4411;Empleados de información al usuario;9811;Peones del transporte de mercancías y descargadores
jun-20;Mujer;Vicálvaro;Menor de 25 años;Española;9310;Ayudantes de cocina;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
jun-20;Hombre;Latina;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;3711;Profesionales de apoyo de servicios jurídicos y servicios similares;2599;Profesionales del derecho no clasificados bajo otros epígrafes
jun-20;Mujer;Moncloa-aravaca;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores;;
jun-20;Mujer;Vicálvaro;Entre 46 y 55 años;Española;2462;Ingenieros técnicos de obras públicas;3613;Asistentes de dirección y administrativos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;4411;Empleados de información al usuario;4412;Recepcionistas (excepto de hoteles);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
jun-20;Mujer;Villaverde;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;9310;Ayudantes de cocina;3715;Animadores comunitarios
jun-20;Hombre;Fuencarral-el Pardo;Entre 26 y 35 años;Española;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;4210;Empleados de bibliotecas y archivos;4210;Empleados de bibliotecas y archivos
jun-20;Mujer;Usera;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4411;Empleados de información al usuario;;
jun-20;Hombre;Usera;Entre 26 y 35 años;Extracomunitaria;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
jun-20;Hombre;Chamberí;Entre 46 y 55 años;Española;4424;Teleoperadores;4422;Recepcionistas de hoteles;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-20;Mujer;San Blas;Menor de 25 años;Española;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos;;
jun-20;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;9820;Reponedores;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9310;Ayudantes de cocina
jun-20;Hombre;Fuencarral-el Pardo;Menor de 25 años;Española;9820;Reponedores;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
jun-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5500;Cajeros y taquilleros (excepto bancos);9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;9700;Peones de las industrias manufactureras;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;;
jun-20;Hombre;Centro;Menor de 25 años;Extracomunitaria;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes;4424;Teleoperadores
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
jun-20;Hombre;Otro Municipio;Entre 46 y 55 años;Extracomunitaria;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;4411;Empleados de información al usuario;5833;Conserjes de edificios
jun-20;Mujer;Vicálvaro;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4123;Empleados de logística y transporte de pasajeros y mercancías;4412;Recepcionistas (excepto de hoteles)
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores
jun-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;;;;;;
jun-20;Hombre;Centro;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;9431;Ordenanzas;;
jun-20;Mujer;Otro Municipio;Menor de 25 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;7709;Catadores y clasificadores de alimentos y bebidas;4424;Teleoperadores
jun-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;2624;Especialistas en políticas y servicios de personal y afines;2624;Especialistas en políticas y servicios de personal y afines;3613;Asistentes de dirección y administrativos
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4301;Grabadores de datos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
jun-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4112;Empleados de control de personal y nóminas;4210;Empleados de bibliotecas y archivos
jun-20;Hombre;Villa De Vallecas;Menor de 25 años;Española;5120;Camareros asalariados;3613;Asistentes de dirección y administrativos;5811;Peluqueros
jun-20;Mujer;Usera;Menor de 25 años;Española;3831;Técnicos de grabación audiovisual;3831;Técnicos de grabación audiovisual;2934;Directores de cine, de teatro y afines
jun-20;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4421;Empleados de agencias de viajes;4424;Teleoperadores;4411;Empleados de información al usuario
jun-20;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;;;;;;
jun-20;Hombre;Moncloa-aravaca;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;2599;Profesionales del derecho no clasificados bajo otros epígrafes;;
jun-20;Hombre;Fuencarral-el Pardo;Entre 26 y 35 años;Española;3510;Agentes y representantes comerciales;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores
jun-20;Hombre;Usera;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;4424;Teleoperadores
jun-20;Mujer;Salamanca;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Mujer;Hortaleza;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Hombre;Otro Municipio;Menor de 25 años;Comunitaria;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;;
jun-20;Mujer;Moratalaz;Entre 46 y 55 años;Española;3314;Técnicos en laboratorio de diagnóstico clínico;2426;Profesionales de la protección ambiental;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4121;Empleados de control de abastecimientos e inventario;;
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-20;Hombre;Villaverde;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;5420;Operadores de telemarketing;4424;Teleoperadores
jun-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Española;2625;Especialistas en formación de personal;3713;Profesionales de apoyo al trabajo y a la educación social;;
jun-20;Mujer;Arganzuela;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);3510;Agentes y representantes comerciales
jun-20;Mujer;Centro;Entre 46 y 55 años;Española;2484;Diseñadores gráficos y multimedia;3613;Asistentes de dirección y administrativos;;
jun-20;Hombre;Villaverde;Menor de 25 años;Española;7401;Mecánicos y ajustadores de vehículos de motor;5220;Vendedores en tiendas y almacenes;9700;Peones de las industrias manufactureras
jun-20;Hombre;Ciudad Lineal;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
jun-20;Mujer;Hortaleza;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;3613;Asistentes de dirección y administrativos;;
jun-20;Hombre;Otro Municipio;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;1501;Directores y gerentes de empresas de actividades recreativas, culturales y deportivas;2625;Especialistas en formación de personal
jun-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;2824;Profesionales del trabajo y la educación social;3613;Asistentes de dirección y administrativos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2599;Profesionales del derecho no clasificados bajo otros epígrafes;3521;Mediadores y agentes de seguros
