Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S007694;03/06/2020;7:50;CALL. CARLOS DABAN / CALL. VIA CARPETANA;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;05
2020S007754;03/06/2020;1:05;PASEO. YESERIAS / GTA. PIRAMIDES;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S007785;04/06/2020;20:33;GTA. S.A.R. DON JUAN DE BORBON Y BATTEMBERG;5;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S007770;04/06/2020;16:15;CALL. ARTURO SORIA / CALL. CARLOTA O'NEILL;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S007862;05/06/2020;22:00;PASEO. EMBARCADERO / PASEO. AZUL;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02
2020S007862;05/06/2020;22:00;PASEO. EMBARCADERO / PASEO. AZUL;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14
2020S007897;06/06/2020;23:45;CALL. ARTURO SORIA / CALL. ANGELITA CAVERO;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;
2020S007883;06/06/2020;22:05;CALL. ALCALA;420;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S007878;06/06/2020;21:20;CALL. PEDRO BOSCH;0;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S007846;06/06/2020;3:30;GTA. LOPEZ DE HOYOS / CALL. FRANCISCO SILVELA;-;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;01
2020S007934;07/06/2020;22:42;CALL. SANTA ENGRACIA;54;CHAMBERÍ;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;01
2020S007964;07/06/2020;19:40;CALL. CHIMICHAGUA;2;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07
2020S007964;07/06/2020;19:40;CALL. CHIMICHAGUA;2;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Mujer;07
2020S007960;07/06/2020;14:35;CALL. NUESTRA SEÑORA DE VALVERDE;227;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;01
2020S007903;07/06/2020;11:05;PLAZA. CASTILLA / CALL. BRAVO MURILLO;-;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S007900;07/06/2020;7:50;AVDA. REAL DE PINTO / CALL. LAGUNA DALGA;-;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S007987;07/06/2020;2:15;PLAZA. ESPAÑA;7;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 15 A 17 AÑOS;Hombre;07
2020S007946;08/06/2020;12:00;AVDA. ALBUFERA / CALL. SIERRA FALADORA;-;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;03
2020S008017;09/06/2020;20:15;CALL. VALDERREBOLLO;5;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;03
2020S008018;09/06/2020;20:10;CALL. NARVAEZ / CALL. O'DONNELL;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S008055;09/06/2020;19:40;AVDA. POBLADOS;130;USERA;Colisión frontal;;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;
2020S008016;09/06/2020;19:20;PLAZA. ESPAÑA, FRENTE AL 5;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Hombre;01
2020S008089;09/06/2020;7:05;PASEO. PINOS;0;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;01
2020S008184;10/06/2020;12:45;CALL. MARIA DE LAS MERCEDES DE BORBON;110;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;01
2020S008038;10/06/2020;11:20;AVDA. ARCENTALES, 2 JUNTO A ESCALERA DE METRO;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02
2020S008039;10/06/2020;10:40;CALL. RAIMUNDO FERNANDEZ VILLAVERDE;26;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Mujer;05
2020S008091;10/06/2020;10:15;PASEO. YESERIAS;9;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S008037;10/06/2020;9:40;PASEO. EDUARDO DATO / CALL. ZURBANO;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S008143;11/06/2020;20:15;AUTOV. M-607, +01380S;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;01
2020S008119;11/06/2020;13:30;CALL. VERSALLES;31;SAN BLAS-CANILLEJAS;Otro;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;02
2020S008119;11/06/2020;13:30;CALL. VERSALLES;31;SAN BLAS-CANILLEJAS;Otro;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;14
2020S008079;11/06/2020;3:10;PLAZA. SAN JUAN DE LA CRUZ / PASEO. CASTELLANA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S008152;12/06/2020;19:15;CMNO. PRINCIPE;2;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;03
2020S008480;12/06/2020;15:20;CALL. ESTAFETA;5;USERA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S008269;12/06/2020;13:40;AVDA. LOGROÑO / AUTOV. M-40;-;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;01
2020S008137;12/06/2020;9:15;CALL. MACHAQUITO / AVDA. MADROÑOS;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;01
2020S008212;13/06/2020;19:40;PASEO. CASTELLANA / AVDA. GENERAL PERON;-;TETUÁN;Otro;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S008235;13/06/2020;19:00;AVDA. REINA VICTORIA / AVDA. PABLO IGLESIAS;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Mujer;07
2020S008296;13/06/2020;18:15;CALL. NAVALPERAL / AVDA. MIRAFLORES;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;
2020S008199;13/06/2020;14:45;CALL. GOYA / CALL. SERRANO;-;SALAMANCA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Hombre;06
2020S008186;13/06/2020;14:30;PASEO. INFANTA ISABEL;2;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02
2020S008231;13/06/2020;11:45;AVDA. GRAN VIA DEL ESTE; 9E;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S008182;13/06/2020;11:15;CALL. SERRANO / CALL. DIEGO DE LEON;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06
2020S008280;14/06/2020;21:30;CALL. BRAVO MURILLO;95;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;
2020S008257;14/06/2020;20:10;CRA. SAN FRANCISCO / CALL. SAN ISIDRO LABRADOR;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2020S008250;14/06/2020;16:40;CMNO. HUMERA, CASA CAMPO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;06
2020S008230;14/06/2020;7:45;CALL. CASTILLO DE AREVALO / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S008309;15/06/2020;21:06;CTRA. ZOO;3;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2020S008305;15/06/2020;19:45;AVDA. LUIS ARAGONES / CALL. SAN HILARIO;-;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06
2020S008367;16/06/2020;22:00;CALL. RAMON POWER / CALL. HAENDEL;-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S008367;16/06/2020;22:00;CALL. RAMON POWER / CALL. HAENDEL;-;HORTALEZA;Caída;Despejado;Bicicleta;Peatón;DE 30 A 34 AÑOS;Hombre;14
2020S008360;16/06/2020;20:20;CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. JOSEFINA ALDECOA;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S008360;16/06/2020;20:20;CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. JOSEFINA ALDECOA;-;HORTALEZA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 6 A 9 AÑOS;Hombre;14
2020S008329;16/06/2020;6:50;CALL. VELAZQUEZ / CALL. LOPEZ DE HOYOS;-;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01
2020S008333;16/06/2020;1:25;CALL. MATEO INURRIA;26;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;06
2020S008435;17/06/2020;21:28;CALL. GENERAL LOPEZ POZAS;18;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;14
2020S008435;17/06/2020;21:28;CALL. GENERAL LOPEZ POZAS;18;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;DE 10 A 14 AÑOS;Mujer;07
2020S008403;17/06/2020;19:30;CALL. LOPE DE HARO / CALL. JUAN DEL RISCO;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S008490;18/06/2020;21:32;CTRA. GARABITAS;0;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;05
2020S008486;18/06/2020;21:00;CMNO. CERRO DEL AGUILA;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05
2020S008440;18/06/2020;18:40;CALL. FUENTE CARRANTONA / AUTOV. M-23;-;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;01
2020S008482;18/06/2020;15:44;GTA. ENCINA DEL TRILLO;0;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;05
2020S008457;18/06/2020;12:10;CALL. ARROYO DEL MONTE;111;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06
2020S008419;18/06/2020;8:30;CALL. MAYOR / CALL. SAN NICOLAS;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03
2020S008630;19/06/2020;20:45;CALL. SANTUARIO / CALL. PIEDRABUENA;-;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;06
2020S008502;19/06/2020;19:30;AVDA. INSTITUCION LIBRE DE ENSEÑANZA / CALL. CASTILLO DE UCLES;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;14
2020S008497;19/06/2020;19:29;CALL. BRAVO MURILLO;126;TETUÁN;Otro;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S008493;19/06/2020;14:45;CALL. PRINCIPE DE VERGARA / CALL. AYALA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06
2020S008609;19/06/2020;12:30;AVDA. COMPLUTENSE;11;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;02
2020S008663;19/06/2020;11:05;LUGAR. VENTA DEL BATAN;0;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;01
2020S008547;20/06/2020;22:20;AVDA. GRAN VIA DE VILLAVERDE / CALL. LEONOR GONGORA;-;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07
2020S008540;20/06/2020;18:50;AVDA. INSTITUCION LIBRE DE ENSEÑANZA / CALL. VILLAESCUSA;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S008531;20/06/2020;15:15;AVDA. ANGEL SANZ BRIZ;0;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S008524;20/06/2020;9:45;CALL. BARQUILLO / CALL. AUGUSTO FIGUEROA;-;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Hombre;
2020S008941;20/06/2020;9:15;CARRETERA CIUDAD UNIVERSITARIA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;06
2020S008652;20/06/2020;3:50;AVDA. AVIACION / CALL. ALDEANUEVA DE LA VERA;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S008526;20/06/2020;2:40;AVDA. PLANETARIO / AVDA. PLANETARIO;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;01
2020S008645;21/06/2020;19:55;AUTOV. M-607, +01600E;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;06
2020S008948;21/06/2020;12:00;CARRETERA DEL ZARZON-AVENIDA EUROPA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;06
2020S008945;21/06/2020;11:00;PASEO DEL EMBARCADERO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;06
2020S008582;21/06/2020;10:30;CALL. ALCALDE GARRIDO JUARISTI;17;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2020S008610;21/06/2020;9:10;PISTA. CRISTO DE EL PARDO;1;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S008575;21/06/2020;5:05;PASEO. YESERIAS / PASEO. YESERIAS;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14
2020S008563;21/06/2020;1:20;CALL. SANTA ENGRACIA;105;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S008563;21/06/2020;1:20;CALL. SANTA ENGRACIA;105;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;DE 25 A 29 AÑOS;Hombre;14
2020S008656;22/06/2020;20:45;PLAZA. INDEPENDENCIA / CALL. ALCALA;-;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S009040;22/06/2020;20:15;CALL. NEVADO DEL CUMBAL;1;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;02
2020S008692;22/06/2020;20:10;CTRA. RODAJOS;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S008667;22/06/2020;10:27;CALL. RIBERA DE CURTIDORES / CALL. CIGARRERAS;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;07
2020S008755;23/06/2020;22:15;CALL. SAN GERMAN;40;TETUÁN;Caída;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S008701;23/06/2020;17:00;PASEO. CASTELLANA / PLAZA. SAN JUAN DE LA CRUZ;-;CHAMBERÍ;Otro;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S008713;23/06/2020;14:36;CALL. VALLEHERMOSO;20;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06
2020S008729;23/06/2020;9:55;CALL. SEPULVEDA / CALL. GOTARRENDURA;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;02
2020S008752;24/06/2020;15:20;PLAZA. CANOVAS DEL CASTILLO;2;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;06
2020S008751;24/06/2020;14:30;CALL. MANUEL MARIA IGLESIAS;4;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S008786;24/06/2020;12:50;AVDA. VENTISQUERO DE LA CONDESA;48;FUENCARRAL-EL PARDO;Caída;Lluvia débil;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;06
2020S008811;24/06/2020;7:20;CTRA. CARABANCHEL A ARAVACA / CALL. CAYETANO RODRIGUEZ;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S008876;25/06/2020;22:00;PASEO. CASTELLANA;97;TETUÁN;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 45 A 49 AÑOS;Hombre;
2020S008829;25/06/2020;20:35;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S008820;25/06/2020;17:00;AVDA. ARCENTALES;28;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2020S008849;25/06/2020;12:10;CALL. ANASTASIA LOPEZ;17;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2020S008849;25/06/2020;12:10;CALL. ANASTASIA LOPEZ;17;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Peatón;DE 35 A 39 AÑOS;Mujer;14
2020S008858;26/06/2020;9:05;CALL. REAL DE ARGANDA / CALL. PEÑARANDA DE BRACAMONTE;-;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07
2020S008841;26/06/2020;2:01;PASEO. GENERAL MARTINEZ CAMPOS / CALL. FORTUNY;-;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;07
2020S008933;27/06/2020;23:00;CALL. EMBAJADORES;324;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02
2020S009071;27/06/2020;21:30;PASEO. RECOLETOS / CALL. RECOLETOS;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;01
2020S009086;27/06/2020;18:25;CALL. GINZO DE LIMIA;33;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S009086;27/06/2020;18:25;CALL. GINZO DE LIMIA;33;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Mujer;07
2020S008969;27/06/2020;14:10;CALL. BRUJAS / CALL. HACIENDA DE PAVONES;-;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;07
2020S008965;27/06/2020;14:00;CALL. PARROCO EUSEBIO CUENCA;62;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Mujer;07
2020S009015;27/06/2020;9:40;AVDA. POBLADOS;22;LATINA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S008950;28/06/2020;7:35;CALL. ARTURO SORIA / CALL. CARLOTA O'NEILL;-;CIUDAD LINEAL;Otro;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S009047;29/06/2020;20:45;GTA. GENERAL ALVAREZ DE CASTRO / CALL. GENERAL ALVAREZ DE CASTRO;-;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 18 A 20 AÑOS;Hombre;
2020S009043;29/06/2020;20:20;CALL. CABEZA MESADA / CALL. TINEO;-;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14
2020S009043;29/06/2020;20:20;CALL. CABEZA MESADA / CALL. TINEO;-;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Peatón;DE 45 A 49 AÑOS;Mujer;02
2020S009078;29/06/2020;19:45;CALL. PRINCIPE DE VERGARA;108;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;05
2020S009032;29/06/2020;16:48;CALL. CALLEJO / TRVA. PALOMERAS;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;01
2020S009123;29/06/2020;13:30;PASEO. SAN FRANCISCO DE SALES / CALL. GUZMAN EL BUENO;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S009162;30/06/2020;20:10;CALL. ALCALA;45;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;
2020S009256;01/07/2020;20:58;CALL. NEVADO DEL CUMBAL / CALL. ACONCAGUA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;07
2020S009172;01/07/2020;20:55;CMNO. MAGDALENA; 24B;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01
2020S009171;01/07/2020;20:30;CALL. LA DILIGENCIA; 4A;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 10 A 14 AÑOS;Mujer;07
2020S009133;01/07/2020;9:05;PQUE. CASA DE CAMPO / PNTE. CASTILLA;-;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S009133;01/07/2020;9:05;PQUE. CASA DE CAMPO / PNTE. CASTILLA;-;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S009274;02/07/2020;23:05;PASEO. CASTELLANA;5;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S009218;02/07/2020;21:55;CALL. ALCALA;454;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2020S009217;02/07/2020;21:35;CALL. ALMAGRO;29;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Hombre;02
2020S009243;02/07/2020;20:40;CALL. GENOVA / PLAZA. COLON;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S009199;02/07/2020;15:42;CALL. SAN BERNARDO / CALL. SAN HERMENEGILDO;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 50 A 54 AÑOS;Hombre;02
2020S009205;02/07/2020;14:30;CALL. GUZMAN EL BUENO / CALL. FERNANDO EL CATOLICO;-;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S009227;02/07/2020;14:25;PLAZA. ESPAÑA / CALL. PRINCESA;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2020S009314;03/07/2020;20:15;CALLE VIGIL - CALLE BOYER;-;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S009238;03/07/2020;12:30;CMNO. POZO DEL TIO RAIMUNDO; 1A;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06
2020S009316;03/07/2020;1:45;CALL. HORTALEZA / CALL. MEJIA LEQUERICA;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S009334;04/07/2020;19:45;PASEO. GINEBRA;26;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07
2020S009305;04/07/2020;11:45;CALL. EMBAJADORES;330;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;
2020S009303;04/07/2020;9:50;AVDA. MANZANARES / PSRL. SUR DEL PUENTE DE TOLEDO;-;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S009303;04/07/2020;9:50;AVDA. MANZANARES / PSRL. SUR DEL PUENTE DE TOLEDO;-;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 60 A 64 AÑOS;Mujer;01
