Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2020S013704;03/10/2020;0:05;CALL. SALVADOR DE MADARIAGA;54;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S013818;04/10/2020;23:25;CALL. SANTA ENGRACIA;91;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14
2020S013818;04/10/2020;23:25;CALL. SANTA ENGRACIA;91;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;MAYOR DE 74 AÑOS;Hombre;02
2020S013876;05/10/2020;20:35;CALL. SAN VALERIANO / CALL. BEIRE;-;TETUÁN;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;05
2020S013873;05/10/2020;15:40;CTRA. GARABITAS;0;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01
2020S013922;05/10/2020;14:46;AVDA. ALBERTO ALCOCER;8;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Mujer;05
2020S013902;05/10/2020;13:05;CALL. EMBAJADORES;122;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S013908;05/10/2020;11:57;CALL. NORAY / CALL. CATAMARAN;-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;07
2020S013954;06/10/2020;8:20;AVDA. MEDITERRANEO;16;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07
2020S013945;07/10/2020;0:55;PASEO. CASTELLANA / CALL. ELOY GONZALO;-;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S014069;08/10/2020;19:50;CUSTA. SAN VICENTE;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S014107;08/10/2020;18:12;CALL. ANTONIO DE CABEZON / CALL. ANTONIO DE CABEZON;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S014048;08/10/2020;13:30;PLAZA. COLON / PASEO. RECOLETOS;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;
2020S014103;08/10/2020;6:30;CALL. BATALLA DEL SALADO / CALL. GENERAL PALANCA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;01
2020S014159;09/10/2020;22:50;CALL. ALCALA;85;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S014168;09/10/2020;20:50;CALL. PRINCIPE DE VERGARA;82;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S014216;09/10/2020;20:00;AVDA. MORERAS;3;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;07
2020S014216;09/10/2020;20:00;AVDA. MORERAS;3;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Hombre;14
2020S014119;09/10/2020;17:15;CALL. CALVARIO / CALL. LAVAPIES;-;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;
2020S014156;09/10/2020;14:00;CALL. HERMOSILLA / CALL. GENERAL PARDIÑAS;-;SALAMANCA;Otro;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S014105;09/10/2020;13:15;CALL. ROBERTO DOMINGO / AVDA. TOREROS;-;SALAMANCA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S014179;10/10/2020;20:55;AVDA. RAFAEL ALBERTI;32;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;
2020S014176;10/10/2020;17:15;CALL. SAN BERNARDO;46;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Hombre;
2020S014364;10/10/2020;16:10;PLAZA. BEATA MARIA ANA DE JESUS;10;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;14
2020S014364;10/10/2020;16:10;PLAZA. BEATA MARIA ANA DE JESUS;10;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 50 A 54 AÑOS;Mujer;07
2020S014441;10/10/2020;13:40;CALL. TOLIMA;12;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01
2020S014161;10/10/2020;11:25;AVDA. POBLADOS;127;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;02
2020S014144;10/10/2020;0:30;CALL. BRAVO MURILLO;173;TETUÁN;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;14
2020S014302;11/10/2020;13:34;CALL. LOS YEBENES;6;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S014258;11/10/2020;12:05;PASEO. SANTA MARIA DE LA CABEZA / PASEO. ESPERANZA;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S014251;11/10/2020;11:45;AVDA. POBLADOS / AUTOV. A-42;-;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S014189;11/10/2020;1:45;CALL. GUZMAN EL BUENO;6;CHAMBERÍ;Otro;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;02
2020S014254;12/10/2020;8:10;CALL. MARIA DE MOLINA;36;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2020S014314;13/10/2020;15:00;CALL. SAN BERNARDO / CALL. SAN HERMENEGILDO;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;14
2020S014401;14/10/2020;18:20;AVDA. CARONDELET;37;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S014362;14/10/2020;18:20;GTA. EDIMBURGO / CALL. RIBERA DEL SENA;-;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S014359;14/10/2020;17:30;PASEO. COMANDANTE FORTEA / CALL. SANTA COMBA;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 50 A 54 AÑOS;Mujer;
2020S014712;14/10/2020;14:15;CALL. ORDICIA / AVDA. RAFAELA YBARRA;-;USERA;Colisión lateral;Se desconoce;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02
2020S014411;15/10/2020;19:10;AVDA. BUENOS AIRES / AVDA. ENTREVIAS;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;
2020S014411;15/10/2020;19:10;AVDA. BUENOS AIRES / AVDA. ENTREVIAS;-;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Peatón;DE 35 A 39 AÑOS;Hombre;
2020S014488;16/10/2020;21:00;PASEO. CASTELLANA / CALL. VITRUVIO;-;CHAMARTÍN;Alcance;;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S014477;16/10/2020;18:05;CALL. VALMOJADO / CALL. ILLESCAS;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S014528;17/10/2020;17:20;AVDA. GRAN VIA DE SAN FRANCISCO;5;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07
2020S014516;17/10/2020;15:00;CALL. SOFIA, FAROLA 101;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;06
2020S014646;18/10/2020;22:15;AVDA. GENERAL PERON;16;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01
2020S014578;18/10/2020;14:45;AVDA. MEDITERRANEO;37;RETIRO;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S014666;18/10/2020;14:40;RONDA. TOLEDO;14;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 45 A 49 AÑOS;Mujer;01
2020S014628;18/10/2020;12:10;CALL. MAYORAZGO DE DUARTE / CALL. SUERTES DE LA VILLA;-;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;02
2020S014570;18/10/2020;11:50;AVDA. LAS FUERZAS ARMADAS;1;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;03
2020S014696;18/10/2020;9:40;CMNO. ARROYO DE VALDEBEBAS;9;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S014766;19/10/2020;12:40;PASEO. PIÑONERO - ANILLO VERDE CASA DE CAMPO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;02
2020S014766;19/10/2020;12:40;PASEO. PIÑONERO - ANILLO VERDE CASA DE CAMPO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S014615;19/10/2020;6:30;AVDA. ASTER;52;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S014792;20/10/2020;17:20;CALL. SERRANO;25;SALAMANCA;Caída;LLuvia intensa;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;06
2020S014722;20/10/2020;16:15;CALL. SEPULVEDA / CALL. GOTARRENDURA;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02
2020S014930;22/10/2020;16:25;CALL. ARROYO DE LA MEDIA LEGUA;37;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06
2020S014843;22/10/2020;14:10;CALL. PALMA / CALL. CORREDERA ALTA DE SAN PABLO;-;CENTRO;Caída;Nublado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S014955;23/10/2020;20:30;CALL. ALMAGRO;7;CHAMBERÍ;Colisión lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Hombre;05
2020S014948;23/10/2020;19:30;PLAZA. INDEPENDENCIA / CALL. SERRANO;-;SALAMANCA;Caída;LLuvia intensa;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2020S014997;23/10/2020;17:40;CALL. JUAN BRAVO / CALL. CLAUDIO COELLO;-;SALAMANCA;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 50 A 54 AÑOS;Hombre;05
2020S014918;23/10/2020;14:00;CALL. GRAN VIA;46;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S014980;23/10/2020;12:40;PASEO. ALAMEDA DE OSUNA;46;BARAJAS;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;05
2020S015041;23/10/2020;9:50;CALL. SEPULVEDA;1;LATINA;Caída;Despejado;Bicicleta;Conductor;MAYOR DE 74 AÑOS;Hombre;02
2020S015013;24/10/2020;14:30;CALL. TERUEL / CALL. DULCINEA;-;TETUÁN;Otro;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S015175;25/10/2020;20:40;CALL. CERRO DEL CASTAÑAR / CALL. LA MASO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S015065;25/10/2020;20:15;CALL. ISAAC PERAL;54;CHAMBERÍ;Colisión fronto-lateral;LLuvia intensa;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S015049;25/10/2020;14:30;SAN VICENTE FERRER, 58-60;-;CENTRO;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;01
2020S015044;25/10/2020;12:15;CALL. ALCALA;47;CENTRO;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Mujer;02
2020S015148;26/10/2020;13:45;CALL. ARTURO SORIA;197;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01
2020S015197;27/10/2020;11:35;GTA. ISIDRO GONZALEZ VELAZQUEZ / CALL. EMMA PENELLA;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S015214;27/10/2020;9:50;CALL. RAFAEL FINAT / CALL. FUERTE DE NAVIDAD;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S015235;28/10/2020;19:00;AVDA. BURGOS / AUTOV. M-11;-;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;03
2020S015246;28/10/2020;11:30;CALL. JOAQUIN COSTA / CALL. VELAZQUEZ;-;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S015311;29/10/2020;20:25;CALL. O'DONNELL / CALL. ALCALA;-;RETIRO;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S015762;29/10/2020;17:00;CALL. JOAQUIN LORENZO / CALL. AMADEO GOMEZ;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S015281;29/10/2020;14:05;PASEO. CASTELLANA;81;TETUÁN;Otro;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01
2020S015264;29/10/2020;12:40;CALL. SANTA ENGRACIA;115;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;02
2020S015381;30/10/2020;23:50;PLAZA. INDEPENDENCIA / CALL. ALCALA;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02
2020S015459;30/10/2020;13:10;AVDA. MONASTERIO DE SILOS,  FAROLA 277;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S015459;30/10/2020;13:10;AVDA. MONASTERIO DE SILOS,  FAROLA 277;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01
2020S015423;31/10/2020;18:45;AVDA. GRAN VIA DE SAN FRANCISCO;15;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S015410;31/10/2020;12:10;CALL. SOFIA / AVDA. CANILLEJAS A VICALVARO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2020S015404;31/10/2020;12:00;CALL. SOFIA;101;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;05
2020S015404;31/10/2020;12:00;CALL. SOFIA;101;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;14
2020S015444;31/10/2020;11:00;PQUE. CASA DE CAMPO-GARABITAS;-;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;01
2020S015495;01/11/2020;4:10;CALL. EMILIO VARGAS / CALL. AGASTIA;-;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;06
2020S015503;01/11/2020;0:25;CALL. TOLEDO;81;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 35 A 39 AÑOS;Hombre;14
2020S015503;01/11/2020;0:25;CALL. TOLEDO;81;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;DE 40 A 44 AÑOS;Mujer;07
2020S015514;02/11/2020;16:20;CALL. JOSE ABASCAL / CALL. MIGUEL ANGEL;-;CHAMBERÍ;Colisión lateral;;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;
2020S015511;02/11/2020;14:30;CALL. GOYA / CALL. SERRANO;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14
2020S015903;02/11/2020;11:55;GTA. SAN VICENTE;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S015567;03/11/2020;14:04;AVDA. CIUDAD DE BARCELONA;6;RETIRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S015712;05/11/2020;21:30;AVDA. MENENDEZ PELAYO;49;RETIRO;Colisión lateral;Nublado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S015725;05/11/2020;14:10;CALL. SIL / CALL. ORIA;-;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Hombre;01
2020S015891;08/11/2020;20:35;CALL. SAN VALERO;5;PUENTE DE VALLECAS;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;07
2020S015992;09/11/2020;18:25;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. ERCILLA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Hombre;01
2020S015992;09/11/2020;18:25;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. ERCILLA;-;ARGANZUELA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;DE 30 A 34 AÑOS;Hombre;14
2020S015946;09/11/2020;11:43;CALL. ALFONSO XII / CALL. FELIPE IV;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Hombre;
2020S015955;09/11/2020;10:50;AUTOV. M-30, +01900I;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;02
2020S015965;10/11/2020;12:05;PLAZA. REPUBLICA DE CHILE / CTRA. EL PARDO;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;02
2020S016051;11/11/2020;14:45;PASEO. MARQUES DE MONISTROL;5;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2020S016051;11/11/2020;14:45;PASEO. MARQUES DE MONISTROL;5;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S016035;11/11/2020;11:24;CALL. RUFINO BLANCO;24;SALAMANCA;Otro;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S016103;12/11/2020;10:40;CALL. GOYA / CALL. VELAZQUEZ;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;
2020S016220;13/11/2020;21:52;CALL. RODRIGUEZ SAN PEDRO;33;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S016203;13/11/2020;17:10;CALL. JUAN ESPLANDIU; 2A;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S016203;13/11/2020;17:10;CALL. JUAN ESPLANDIU; 2A;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;02
2020S016339;14/11/2020;23:05;CALL. COLEGIATA;2;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;
2020S016244;14/11/2020;14:15;CALL. SERRANO / CALL. ARMADA ESPAÑOLA;-;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S016321;15/11/2020;20:35;CALL. BRAVO MURILLO;365;TETUÁN;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;07
2020S016318;15/11/2020;20:00;CALL. HORTALEZA;61;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14
2020S016317;15/11/2020;16:42;CALL. GRAN VIA;64;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S016312;15/11/2020;14:35;PASEO. CASTAÑOS;0;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02
2020S016457;15/11/2020;13:36;PASEO. CASTAÑOS, JUNTO PASO  PEATONES GTA 7 HERMAN;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;14
2020S016457;15/11/2020;13:36;PASEO. CASTAÑOS, JUNTO PASO  PEATONES GTA 7 HERMAN;-;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 0 A 5 AÑOS;Hombre;03
2020S016346;15/11/2020;10:10;CALL. SEPULVEDA;1;LATINA;Caída;Lluvia débil;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2020S016349;16/11/2020;13:10;CALL. HORTALEZA;118;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 45 A 49 AÑOS;Hombre;02
2020S016337;16/11/2020;9:05;CALL. MAYOR;41;CENTRO;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;07
2020S016531;17/11/2020;13:30;PASEO. MARIA TERESA, 1 PROXIMO A LAGO CASA DE CAMP;-;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;03
2020S016444;17/11/2020;13:00;GTA. RIO URUBAMBA / AUTOV. M-40;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S016480;18/11/2020;17:15;PASEO. ALAMEDA DE OSUNA / AUTOV. M-40;-;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;03
2020S016451;18/11/2020;9:20;CALL. BRAVO MURILLO / CALL. PALENCIA;-;TETUÁN;Colisión lateral;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 18 A 20 AÑOS;Hombre;02
2020S016650;19/11/2020;22:05;CALL. GOYA / CALL. VELAZQUEZ;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S016650;19/11/2020;22:05;CALL. GOYA / CALL. VELAZQUEZ;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;14
2020S016557;19/11/2020;16:38;PASEO. RUPERTO CHAPI;0;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2020S016557;19/11/2020;16:38;PASEO. RUPERTO CHAPI;0;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;DE 65 A 69 AÑOS;Mujer;03
2020S016552;19/11/2020;14:30;CALL. FERNANDEZ DE LOS RIOS;95;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2020S016668;20/11/2020;23:45;CALL. GRAN VIA / CALL. SAN BERNARDO;-;CENTRO;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2020S016719;20/11/2020;18:10;AVDA. NICETO ALCALA ZAMORA / CALL. ALBERTO PALACIOS;-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;05
2020S016637;20/11/2020;17:00;CTRA. RODAJOS, S/N A 300 METROS DEL KIOSKO;-;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2020S016683;20/11/2020;12:50;CALL. ALFONSO XII;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2020S016816;20/11/2020;12:45;CALL. FUENTE CARRANTONA / CALL. CIUDAD ENCANTADA;-;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S016691;20/11/2020;10:05;PASEO. DELICIAS / CALL. MENDEZ ALVARO;-;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2020S016750;21/11/2020;23:30;CALL. BRAVO MURILLO;211;TETUÁN;Alcance;;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;
2020S016764;22/11/2020;9:25;AVDA. VALLADOLID / PLAZA. REPUBLICA DE CHILE;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2020S016861;23/11/2020;10:00;CALL. CAMINO DE LOS VINATEROS;53;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;07
2020S016904;24/11/2020;16:35;CALL. ALONSO CANO;32;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Mujer;07
2020S016912;24/11/2020;14:40;CALL. GENERAL RICARDOS / CALL. JOAQUIN MARTIN;-;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;03
2020S016885;24/11/2020;12:30;AVDA. MENENDEZ PELAYO;67;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;14
